Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-uj56;order-jpm9;Page;Page ID;Page Counter;Question;Response Type;Key;Response;Tag;OptionOrder;Object Name;Object Number;Object ID
3;1689759201651;19/07/2023 09:33:21;1689762801651;1;19/07/2023 11:33:21;121969;7;questionnaire-igew;;30742900;57d5ab3a722df500017f3622;9129218;;complete;;64b7bbae127b933ef6c00ad5;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1376x774;1720x819;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759204266;19/07/2023 09:33:24;1689762804266;1;19/07/2023 11:33:24;121969;7;questionnaire-igew;;30742901;647205d8a9928c1f1f9ca9b9;9129200;;complete;;64b7bbb29133c1d381970f0c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689759204266;19/07/2023 09:33:24;1689762804266;1;19/07/2023 11:33:24;121969;7;questionnaire-igew;;30742901;647205d8a9928c1f1f9ca9b9;9129200;;complete;;64b7bbb29133c1d381970f0c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759214390;19/07/2023 09:33:34;1689762814390;1;19/07/2023 11:33:34;121969;7;questionnaire-igew;;30742911;6480554bf43b15c10293e469;9129206;;complete;;64b7bbc4e2bf8ceffc3a90df;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;2560x1272;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;52;;;Number Entry;2;object-3
3;1689759214390;19/07/2023 09:33:34;1689762814390;1;19/07/2023 11:33:34;121969;7;questionnaire-igew;;30742911;6480554bf43b15c10293e469;9129206;;complete;;64b7bbc4e2bf8ceffc3a90df;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;2560x1272;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759217227;19/07/2023 09:33:37;1689762817227;1;19/07/2023 11:33:37;121969;7;questionnaire-igew;;30742920;63d13c07fe685427e3f96138;9129211;;complete;;64b7bbcd818a6dfa93e583e2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x1024;1280x881;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;25;;;Number Entry;2;object-3
3;1689759217227;19/07/2023 09:33:37;1689762817227;1;19/07/2023 11:33:37;121969;7;questionnaire-igew;;30742920;63d13c07fe685427e3f96138;9129211;;complete;;64b7bbcd818a6dfa93e583e2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x1024;1280x881;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759225368;19/07/2023 09:33:45;1689762825368;1;19/07/2023 11:33:45;121969;7;questionnaire-igew;;30742927;5ebd5fa512c47d04402403da;9129222;;complete;;64b7bbcdce09990efc3a7da7;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1233x585;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;44;;;Number Entry;2;object-3
3;1689759225368;19/07/2023 09:33:45;1689762825368;1;19/07/2023 11:33:45;121969;7;questionnaire-igew;;30742927;5ebd5fa512c47d04402403da;9129222;;complete;;64b7bbcdce09990efc3a7da7;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1233x585;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759227017;19/07/2023 09:33:47;1689762827017;1;19/07/2023 11:33:47;121969;7;questionnaire-igew;;30742931;63d7cd776c3b50b48eabd288;9129217;;complete;;64b7bbb2dbc88d2442190727;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;25;;;Number Entry;2;object-3
3;1689759227017;19/07/2023 09:33:47;1689762827017;1;19/07/2023 11:33:47;121969;7;questionnaire-igew;;30742931;63d7cd776c3b50b48eabd288;9129217;;complete;;64b7bbb2dbc88d2442190727;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759230405;19/07/2023 09:33:50;1689762830405;1;19/07/2023 11:33:50;121969;7;questionnaire-igew;;30742937;5a8d29dd5292b80001234314;9129223;;complete;;64b7bbcce2bc4b73d8dcfc46;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;33;;;Number Entry;2;object-3
3;1689759230405;19/07/2023 09:33:50;1689762830405;1;19/07/2023 11:33:50;121969;7;questionnaire-igew;;30742937;5a8d29dd5292b80001234314;9129223;;complete;;64b7bbcce2bc4b73d8dcfc46;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759241952;19/07/2023 09:34:01;1689762841952;1;19/07/2023 11:34:01;121969;7;questionnaire-igew;;30742939;5edeea354d54cb1a825aa8f9;9129212;;complete;;64b7bbbdf76c37f9355c974c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;45;;;Number Entry;2;object-3
3;1689759241952;19/07/2023 09:34:01;1689762841952;1;19/07/2023 11:34:01;121969;7;questionnaire-igew;;30742939;5edeea354d54cb1a825aa8f9;9129212;;complete;;64b7bbbdf76c37f9355c974c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759232416;19/07/2023 09:33:52;1689762832416;1;19/07/2023 11:33:52;121969;7;questionnaire-igew;;30742940;616437a7882ca1d66da11c4f;9129199;;complete;;64b7bba7a8a91406c119fcb4;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;2240x1260;2240x1149;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;52;;;Number Entry;2;object-3
3;1689759232416;19/07/2023 09:33:52;1689762832416;1;19/07/2023 11:33:52;121969;7;questionnaire-igew;;30742940;616437a7882ca1d66da11c4f;9129199;;complete;;64b7bba7a8a91406c119fcb4;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;2240x1260;2240x1149;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759159633;19/07/2023 09:32:39;1689762759633;1;19/07/2023 11:32:39;121969;7;questionnaire-igew;;30742943;639f294882a3797f77a3dd81;9129224;;complete;;64b7bba4e2bc4b73d8dcfc37;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1200;1920x1095;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;51;;;Number Entry;2;object-3
3;1689759159633;19/07/2023 09:32:39;1689762759633;1;19/07/2023 11:32:39;121969;7;questionnaire-igew;;30742943;639f294882a3797f77a3dd81;9129224;;complete;;64b7bba4e2bc4b73d8dcfc37;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1200;1920x1095;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759236549;19/07/2023 09:33:56;1689762836549;1;19/07/2023 11:33:56;121969;7;questionnaire-igew;;30742944;59baf1a2178f1b0001828a26;9129221;;complete;;64b7bbbe085996c9bcdcfc58;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1366x768;1366x625;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;28;;;Number Entry;2;object-3
3;1689759236550;19/07/2023 09:33:56;1689762836550;1;19/07/2023 11:33:56;121969;7;questionnaire-igew;;30742944;59baf1a2178f1b0001828a26;9129221;;complete;;64b7bbbe085996c9bcdcfc58;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1366x768;1366x625;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759267544;19/07/2023 09:34:27;1689762867544;1;19/07/2023 11:34:27;121969;7;questionnaire-igew;;30742947;64209f2c30443a1d7afb7234;9129215;;complete;;64b7bbbc660006d8fb4264d0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x657;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;32;;;Number Entry;2;object-3
3;1689759267545;19/07/2023 09:34:27;1689762867545;1;19/07/2023 11:34:27;121969;7;questionnaire-igew;;30742947;64209f2c30443a1d7afb7234;9129215;;complete;;64b7bbbc660006d8fb4264d0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x657;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759240147;19/07/2023 09:34:00;1689762840147;1;19/07/2023 11:34:00;121969;7;questionnaire-igew;;30742948;5d920df12b679a00182bbc73;9129225;;complete;;64b7bbab30ada35fd3dd6e74;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1920x1080;1920x914;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;37;;;Number Entry;2;object-3
3;1689759240147;19/07/2023 09:34:00;1689762840147;1;19/07/2023 11:34:00;121969;7;questionnaire-igew;;30742948;5d920df12b679a00182bbc73;9129225;;complete;;64b7bbab30ada35fd3dd6e74;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1920x1080;1920x914;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689759243816;19/07/2023 09:34:03;1689762843816;1;19/07/2023 11:34:03;121969;7;questionnaire-igew;;30742954;5f3e6a07e06e71069f919082;9129220;;complete;;64b7bbaa2e49b20336818a07;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1280x800;1280x721;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;32;;;Number Entry;2;object-3
3;1689759243816;19/07/2023 09:34:03;1689762843816;1;19/07/2023 11:34:03;121969;7;questionnaire-igew;;30742954;5f3e6a07e06e71069f919082;9129220;;complete;;64b7bbaa2e49b20336818a07;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1280x800;1280x721;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759244548;19/07/2023 09:34:04;1689762844548;1;19/07/2023 11:34:04;121969;7;questionnaire-igew;;30742956;628781515f29a0394e23b15b;9129208;;complete;;64b7bbbadbc88d2442190729;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;31;;;Number Entry;2;object-3
3;1689759244548;19/07/2023 09:34:04;1689762844548;1;19/07/2023 11:34:04;121969;7;questionnaire-igew;;30742956;628781515f29a0394e23b15b;9129208;;complete;;64b7bbbadbc88d2442190729;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759269803;19/07/2023 09:34:29;1689762869803;1;19/07/2023 11:34:29;121969;7;questionnaire-igew;;30742966;63c80a427dfa1305502df5a8;9129213;;complete;;64b7bbbf97d38b21bc067d4f;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689759269803;19/07/2023 09:34:29;1689762869803;1;19/07/2023 11:34:29;121969;7;questionnaire-igew;;30742966;63c80a427dfa1305502df5a8;9129213;;complete;;64b7bbbf97d38b21bc067d4f;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759276153;19/07/2023 09:34:36;1689762876153;1;19/07/2023 11:34:36;121969;7;questionnaire-igew;;30742980;5c321ebf6558270001bd79aa;9129236;;complete;;64b7bbc6660006d8fb4264d2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1923x939;1920x933;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;43;;;Number Entry;2;object-3
3;1689759276153;19/07/2023 09:34:36;1689762876153;1;19/07/2023 11:34:36;121969;7;questionnaire-igew;;30742980;5c321ebf6558270001bd79aa;9129236;;complete;;64b7bbc6660006d8fb4264d2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1923x939;1920x933;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759214949;19/07/2023 09:33:34;1689762814949;1;19/07/2023 11:33:34;121969;7;questionnaire-igew;;30742987;614c8dd508d065d05cc8dd11;9129227;;complete;;64b7bbc998fe89a4733ad0d4;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;42;;;Number Entry;2;object-3
3;1689759214949;19/07/2023 09:33:34;1689762814949;1;19/07/2023 11:33:34;121969;7;questionnaire-igew;;30742987;614c8dd508d065d05cc8dd11;9129227;;complete;;64b7bbc998fe89a4733ad0d4;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689759297796;19/07/2023 09:34:57;1689762897796;1;19/07/2023 11:34:57;121969;7;questionnaire-igew;;30742997;6408a0beab86c9fdf454861f;9129231;;complete;;64b7bbc083fdb548dfe58426;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;1920x1080;960x934;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;18;;;Number Entry;2;object-3
3;1689759297796;19/07/2023 09:34:57;1689762897796;1;19/07/2023 11:34:57;121969;7;questionnaire-igew;;30742997;6408a0beab86c9fdf454861f;9129231;;complete;;64b7bbc083fdb548dfe58426;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;1920x1080;960x934;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759309920;19/07/2023 09:35:09;1689762909920;1;19/07/2023 11:35:09;121969;7;questionnaire-igew;;30743005;6425ffdf7fd742839b924ac5;9129238;;complete;;64b7bbb9424b02b1149d82f0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;36;;;Number Entry;2;object-3
3;1689759309920;19/07/2023 09:35:09;1689762909920;1;19/07/2023 11:35:09;121969;7;questionnaire-igew;;30743005;6425ffdf7fd742839b924ac5;9129238;;complete;;64b7bbb9424b02b1149d82f0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759326688;19/07/2023 09:35:26;1689762926688;1;19/07/2023 11:35:26;121969;7;questionnaire-igew;;30743013;61bb36cf40db417c1a138920;9129239;;complete;;64b7bbe499ac6971451896ad;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x713;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;44;;;Number Entry;2;object-3
3;1689759326689;19/07/2023 09:35:26;1689762926689;1;19/07/2023 11:35:26;121969;7;questionnaire-igew;;30743013;61bb36cf40db417c1a138920;9129239;;complete;;64b7bbe499ac6971451896ad;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x713;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689759332313;19/07/2023 09:35:32;1689762932313;1;19/07/2023 11:35:32;121969;7;questionnaire-igew;;30743017;63d418c18b9d9b4daf0a4ae6;9129230;;complete;;64b7bbadaa280daf40b68f19;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1255x696;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;39;;;Number Entry;2;object-3
3;1689759332313;19/07/2023 09:35:32;1689762932313;1;19/07/2023 11:35:32;121969;7;questionnaire-igew;;30743017;63d418c18b9d9b4daf0a4ae6;9129230;;complete;;64b7bbadaa280daf40b68f19;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1255x696;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759353621;19/07/2023 09:35:53;1689762953621;1;19/07/2023 11:35:53;121969;7;questionnaire-igew;;30743031;56bb120a724769000cb7462b;9129240;;complete;;64b7bbbca66824b0405c9715;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1422x632;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;51;;;Number Entry;2;object-3
3;1689759353622;19/07/2023 09:35:53;1689762953622;1;19/07/2023 11:35:53;121969;7;questionnaire-igew;;30743031;56bb120a724769000cb7462b;9129240;;complete;;64b7bbbca66824b0405c9715;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1422x632;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689759379809;19/07/2023 09:36:19;1689762979809;1;19/07/2023 11:36:19;121969;7;questionnaire-igew;;30743049;629ee9680199e14b1bfafaf3;9129209;;complete;;64b7bbbce2f3ae8e5da446ec;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1422x641;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
3;1689759379809;19/07/2023 09:36:19;1689762979809;1;19/07/2023 11:36:19;121969;7;questionnaire-igew;;30743049;629ee9680199e14b1bfafaf3;9129209;;complete;;64b7bbbce2f3ae8e5da446ec;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1422x641;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759406692;19/07/2023 09:36:46;1689763006692;1;19/07/2023 11:36:46;121969;7;questionnaire-igew;;30743061;5efd22056ec55516587f32a6;9129201;;complete;;64b7bbbeff429ac553663e9e;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1680x1050;1680x939;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;25;;;Number Entry;2;object-3
3;1689759406692;19/07/2023 09:36:46;1689763006692;1;19/07/2023 11:36:46;121969;7;questionnaire-igew;;30743061;5efd22056ec55516587f32a6;9129201;;complete;;64b7bbbeff429ac553663e9e;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1680x1050;1680x939;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689759445519;19/07/2023 09:37:25;1689763045519;1;19/07/2023 11:37:25;121969;7;questionnaire-igew;;30743074;615df15772fbf6ba104032fe;9129216;;complete;;64b7bbc7a7386d9739b68f66;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;45;;;Number Entry;2;object-3
3;1689759445519;19/07/2023 09:37:25;1689763045519;1;19/07/2023 11:37:25;121969;7;questionnaire-igew;;30743074;615df15772fbf6ba104032fe;9129216;;complete;;64b7bbc7a7386d9739b68f66;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759450507;19/07/2023 09:37:30;1689763050507;1;19/07/2023 11:37:30;121969;7;questionnaire-igew;;30743086;5979c3e92ef10300019af054;9129205;;complete;;64b7bba5f4dc330c9a15e9fa;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1707x868;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689759450508;19/07/2023 09:37:30;1689763050508;1;19/07/2023 11:37:30;121969;7;questionnaire-igew;;30743086;5979c3e92ef10300019af054;9129205;;complete;;64b7bba5f4dc330c9a15e9fa;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1707x868;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689759489082;19/07/2023 09:38:09;1689763089082;1;19/07/2023 11:38:09;121969;7;questionnaire-igew;;30743117;63d7bea144b8a11f63c2a763;9129250;;complete;;64b7bca6216c64120ab03884;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689759489083;19/07/2023 09:38:09;1689763089083;1;19/07/2023 11:38:09;121969;7;questionnaire-igew;;30743117;63d7bea144b8a11f63c2a763;9129250;;complete;;64b7bca6216c64120ab03884;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759643081;19/07/2023 09:40:43;1689763243081;1;19/07/2023 11:40:43;121969;7;questionnaire-igew;;30743188;62a8b95af298e3ab69312a78;9129203;;complete;;64b7bbbfb3ade13298b0385c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;59;;;Number Entry;2;object-3
3;1689759643081;19/07/2023 09:40:43;1689763243081;1;19/07/2023 11:40:43;121969;7;questionnaire-igew;;30743188;62a8b95af298e3ab69312a78;9129203;;complete;;64b7bbbfb3ade13298b0385c;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689759742593;19/07/2023 09:42:22;1689763342593;1;19/07/2023 11:42:22;121969;7;questionnaire-igew;;30743231;60cb6eb4aa635f7ad59164e9;9129266;;complete;;64b7bbb87242adc2b549d4ce;computer;Desktop or Laptop;Windows 10;Chrome 115.0.0.0;1280x720;1280x603;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;44;;;Number Entry;2;object-3
3;1689759742593;19/07/2023 09:42:22;1689763342593;1;19/07/2023 11:42:22;121969;7;questionnaire-igew;;30743231;60cb6eb4aa635f7ad59164e9;9129266;;complete;;64b7bbb87242adc2b549d4ce;computer;Desktop or Laptop;Windows 10;Chrome 115.0.0.0;1280x720;1280x603;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689759740494;19/07/2023 09:42:20;1689763340494;1;19/07/2023 11:42:20;121969;7;questionnaire-igew;;30743234;62f03087bad1bfe1e6264dcb;9129198;;complete;;64b7bbb497d2cce65129b9bb;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1428x764;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;40;;;Number Entry;2;object-3
3;1689759740494;19/07/2023 09:42:20;1689763340494;1;19/07/2023 11:42:20;121969;7;questionnaire-igew;;30743234;62f03087bad1bfe1e6264dcb;9129198;;complete;;64b7bbb497d2cce65129b9bb;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1428x764;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689759787380;19/07/2023 09:43:07;1689763387380;1;19/07/2023 11:43:07;121969;7;questionnaire-igew;;30743267;5d41925ef7b99500012b960e;9129289;;complete;;64b7be1868cec416fec1d09f;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x960;1536x850;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;45;;;Number Entry;2;object-3
3;1689759787380;19/07/2023 09:43:07;1689763387380;1;19/07/2023 11:43:07;121969;7;questionnaire-igew;;30743267;5d41925ef7b99500012b960e;9129289;;complete;;64b7be1868cec416fec1d09f;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x960;1536x850;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759868125;19/07/2023 09:44:28;1689763468125;1;19/07/2023 11:44:28;121969;7;questionnaire-igew;;30743304;606f2bc97413a79b160c66b1;9129214;;complete;;64b7bbc3e2bc4b73d8dcfc41;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x961;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;38;;;Number Entry;2;object-3
3;1689759868125;19/07/2023 09:44:28;1689763468125;1;19/07/2023 11:44:28;121969;7;questionnaire-igew;;30743304;606f2bc97413a79b160c66b1;9129214;;complete;;64b7bbc3e2bc4b73d8dcfc41;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x961;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689760025152;19/07/2023 09:47:05;1689763625152;1;19/07/2023 11:47:05;121969;7;questionnaire-igew;;30743369;5d68c8aa40524c00189e8ac2;9129294;;complete;;64b7be3a5b8f2425da103cd6;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x794;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;32;;;Number Entry;2;object-3
